EUR/GBP;
Date;Clôture
22/06/2015; £0,72 
23/06/2015; £0,71 
24/06/2015; £0,71 
25/06/2015; £0,71 
26/06/2015; £0,71 
29/06/2015; £0,71 
30/06/2015; £0,71 
01/07/2015; £0,71 
02/07/2015; £0,71 
03/07/2015; £0,71 
06/07/2015; £0,71 
07/07/2015; £0,71 
08/07/2015; £0,72 
09/07/2015; £0,72 
10/07/2015; £0,72 
13/07/2015; £0,71 
14/07/2015; £0,70 
15/07/2015; £0,70 
16/07/2015; £0,70 
17/07/2015; £0,69 
20/07/2015; £0,70 
21/07/2015; £0,70 
22/07/2015; £0,70 
23/07/2015; £0,71 
24/07/2015; £0,71 
27/07/2015; £0,71 
28/07/2015; £0,71 
29/07/2015; £0,70 
30/07/2015; £0,70 
31/07/2015; £0,70 
03/08/2015; £0,70 
04/08/2015; £0,70 
05/08/2015; £0,70 
06/08/2015; £0,70 
07/08/2015; £0,71 
10/08/2015; £0,71 
11/08/2015; £0,71 
12/08/2015; £0,71 
13/08/2015; £0,71 
14/08/2015; £0,71 
17/08/2015; £0,71 
18/08/2015; £0,70 
19/08/2015; £0,71 
20/08/2015; £0,72 
21/08/2015; £0,73 
24/08/2015; £0,74 
25/08/2015; £0,73 
26/08/2015; £0,73 
27/08/2015; £0,73 
28/08/2015; £0,73 
31/08/2015; £0,73 
01/09/2015; £0,74 
02/09/2015; £0,73 
03/09/2015; £0,73 
04/09/2015; £0,73 
07/09/2015; £0,73 
08/09/2015; £0,73 
09/09/2015; £0,73 
10/09/2015; £0,73 
11/09/2015; £0,73 
14/09/2015; £0,73 
15/09/2015; £0,73 
16/09/2015; £0,73 
17/09/2015; £0,73 
18/09/2015; £0,73 
21/09/2015; £0,72 
