GBP/JPY;
Date;Clôture
09/06/2021; ¥154,75 
10/06/2021; ¥154,93 
11/06/2021; ¥154,67 
14/06/2021; ¥155,28 
15/06/2021; ¥155,01 
16/06/2021; ¥154,82 
17/06/2021; ¥153,37 
18/06/2021; ¥152,16 
21/06/2021; ¥153,64 
22/06/2021; ¥154,31 
23/06/2021; ¥154,86 
24/06/2021; ¥154,34 
25/06/2021; ¥153,72 
28/06/2021; ¥153,57 
29/06/2021; ¥152,88 
30/06/2021; ¥153,62 
01/07/2021; ¥153,50 
02/07/2021; ¥153,47 
05/07/2021; ¥153,62 
06/07/2021; ¥152,66 
07/07/2021; ¥152,68 
08/07/2021; ¥151,35 
09/07/2021; ¥153,08 
12/07/2021; ¥153,17 
13/07/2021; ¥152,79 
14/07/2021; ¥152,37 
15/07/2021; ¥151,91 
16/07/2021; ¥151,47 
19/07/2021; ¥149,63 
20/07/2021; ¥149,67 
21/07/2021; ¥151,18 
22/07/2021; ¥151,59 
23/07/2021; ¥151,90 
26/07/2021; ¥152,45 
27/07/2021; ¥152,28 
28/07/2021; ¥152,74 
29/07/2021; ¥152,82 
30/07/2021; ¥152,49 
02/08/2021; ¥151,69 
03/08/2021; ¥151,72 
04/08/2021; ¥152,04 
05/08/2021; ¥152,85 
06/08/2021; ¥152,93 
09/08/2021; ¥152,67 
10/08/2021; ¥153,05 
11/08/2021; ¥153,15 
12/08/2021; ¥152,39 
13/08/2021; ¥151,90 
16/08/2021; ¥151,28 
17/08/2021; ¥150,53 
18/08/2021; ¥150,95 
19/08/2021; ¥149,64 
20/08/2021; ¥149,56 
23/08/2021; ¥150,45 
24/08/2021; ¥150,48 
25/08/2021; ¥151,32 
26/08/2021; ¥150,78 
27/08/2021; ¥151,08 
30/08/2021; ¥151,23 
31/08/2021; ¥151,32 
01/09/2021; ¥151,43 
02/09/2021; ¥152,01 
03/09/2021; ¥152,14 
06/09/2021; ¥151,94 
07/09/2021; ¥152,02 
08/09/2021; ¥151,76 
09/09/2021; ¥151,77 
10/09/2021; ¥152,13 
13/09/2021; ¥152,17 
14/09/2021; ¥151,44 
15/09/2021; ¥151,31 
16/09/2021; ¥151,25 
17/09/2021; ¥151,11 
20/09/2021; ¥149,40 
21/09/2021; ¥149,17 
22/09/2021; ¥149,58 
23/09/2021; ¥151,29 
24/09/2021; ¥151,37 
27/09/2021; ¥152,01 
28/09/2021; ¥150,90 
29/09/2021; ¥150,27 
30/09/2021; ¥149,90 
01/10/2021; ¥150,42 
04/10/2021; ¥150,95 
05/10/2021; ¥151,90 
06/10/2021; ¥151,29 
07/10/2021; ¥151,95 
08/10/2021; ¥152,74 
11/10/2021; ¥154,03 
12/10/2021; ¥154,33 
13/10/2021; ¥154,66 
14/10/2021; ¥155,41 
15/10/2021; ¥157,05 
18/10/2021; ¥156,89 
19/10/2021; ¥157,73 
20/10/2021; ¥157,95 
21/10/2021; ¥157,18 
22/10/2021; ¥156,02 
25/10/2021; ¥156,54 
26/10/2021; ¥157,13 
27/10/2021; ¥156,45 
28/10/2021; ¥156,57 
29/10/2021; ¥156,08 
01/11/2021; ¥155,73 
02/11/2021; ¥155,13 
03/11/2021; ¥155,97 
04/11/2021; ¥153,52 
05/11/2021; ¥153,02 
08/11/2021; ¥153,51 
09/11/2021; ¥152,96 
10/11/2021; ¥152,64 
11/11/2021; ¥152,48 
12/11/2021; ¥152,71 
15/11/2021; ¥153,11 
16/11/2021; ¥154,17 
17/11/2021; ¥153,77 
18/11/2021; ¥154,16 
19/11/2021; ¥153,33 
22/11/2021; ¥153,87 
23/11/2021; ¥153,96 
24/11/2021; ¥153,79 
25/11/2021; ¥153,66 
26/11/2021; ¥151,10 
29/11/2021; ¥151,09 
30/11/2021; ¥150,41 
01/12/2021; ¥149,71 
02/12/2021; ¥150,56 
03/12/2021; ¥149,25 
06/12/2021; ¥150,49 
07/12/2021; ¥150,39 
08/12/2021; ¥150,13 
09/12/2021; ¥149,96 
10/12/2021; ¥150,44 
13/12/2021; ¥150,08 
14/12/2021; ¥150,53 
15/12/2021; ¥151,22 
16/12/2021; ¥151,44 
17/12/2021; ¥150,48 
20/12/2021; ¥150,01 
21/12/2021; ¥151,33 
22/12/2021; ¥152,31 
23/12/2021; ¥153,36 
24/12/2021; ¥153,14 
27/12/2021; ¥154,34 
28/12/2021; ¥154,24 
29/12/2021; ¥155,02 
30/12/2021; ¥155,26 
31/12/2021; ¥155,69 
03/01/2022; ¥155,35 
04/01/2022; ¥157,10 
05/01/2022; ¥157,36 
06/01/2022; ¥156,68 
07/01/2022; ¥156,97 
