USD/JPY;
Date;Clôture
15/11/2018; ¥113,62 
16/11/2018; ¥112,82 
19/11/2018; ¥112,54 
20/11/2018; ¥112,75 
21/11/2018; ¥113,05 
22/11/2018; ¥112,93 
23/11/2018; ¥112,94 
26/11/2018; ¥113,59 
27/11/2018; ¥113,77 
28/11/2018; ¥113,68 
29/11/2018; ¥113,47 
30/11/2018; ¥113,46 
03/12/2018; ¥113,65 
04/12/2018; ¥112,77 
05/12/2018; ¥113,19 
06/12/2018; ¥112,66 
07/12/2018; ¥112,72 
10/12/2018; ¥113,33 
11/12/2018; ¥113,37 
12/12/2018; ¥113,27 
13/12/2018; ¥113,62 
14/12/2018; ¥113,37 
17/12/2018; ¥112,82 
18/12/2018; ¥112,51 
19/12/2018; ¥112,47 
20/12/2018; ¥111,28 
21/12/2018; ¥111,21 
24/12/2018; ¥110,43 
25/12/2018; ¥110,27 
26/12/2018; ¥111,35 
27/12/2018; ¥110,99 
28/12/2018; ¥110,26 
31/12/2018; ¥109,56 
01/01/2019; ¥109,71 
02/01/2019; ¥108,87 
03/01/2019; ¥107,65 
04/01/2019; ¥108,52 
07/01/2019; ¥108,70 
08/01/2019; ¥108,73 
09/01/2019; ¥108,16 
10/01/2019; ¥108,42 
11/01/2019; ¥108,54 
14/01/2019; ¥108,16 
15/01/2019; ¥108,66 
16/01/2019; ¥109,08 
17/01/2019; ¥109,23 
18/01/2019; ¥109,76 
21/01/2019; ¥109,66 
23/01/2019; ¥109,59 
24/01/2019; ¥109,63 
25/01/2019; ¥109,53 
28/01/2019; ¥109,34 
29/01/2019; ¥109,38 
30/01/2019; ¥109,02 
31/01/2019; ¥108,87 
01/02/2019; ¥109,48 
04/02/2019; ¥109,88 
05/02/2019; ¥109,96 
06/02/2019; ¥109,96 
07/02/2019; ¥109,80 
08/02/2019; ¥109,72 
11/02/2019; ¥110,36 
12/02/2019; ¥110,48 
13/02/2019; ¥110,99 
14/02/2019; ¥110,47 
15/02/2019; ¥110,48 
18/02/2019; ¥110,60 
19/02/2019; ¥110,61 
20/02/2019; ¥110,85 
21/02/2019; ¥110,69 
22/02/2019; ¥110,68 
25/02/2019; ¥111,06 
26/02/2019; ¥110,57 
27/02/2019; ¥110,98 
28/02/2019; ¥111,37 
01/03/2019; ¥111,90 
04/03/2019; ¥111,74 
05/03/2019; ¥111,89 
06/03/2019; ¥111,75 
07/03/2019; ¥111,58 
08/03/2019; ¥111,15 
11/03/2019; ¥111,19 
12/03/2019; ¥111,35 
13/03/2019; ¥111,15 
14/03/2019; ¥111,70 
15/03/2019; ¥111,45 
18/03/2019; ¥111,42 
19/03/2019; ¥111,37 
20/03/2019; ¥110,68 
21/03/2019; ¥110,80 
22/03/2019; ¥109,91 
25/03/2019; ¥109,95 
26/03/2019; ¥110,62 
27/03/2019; ¥110,51 
28/03/2019; ¥110,62 
29/03/2019; ¥110,84 
01/04/2019; ¥111,34 
02/04/2019; ¥111,31 
03/04/2019; ¥111,47 
04/04/2019; ¥111,65 
05/04/2019; ¥111,73 
08/04/2019; ¥111,47 
09/04/2019; ¥111,12 
10/04/2019; ¥111,00 
11/04/2019; ¥111,65 
12/04/2019; ¥112,02 
15/04/2019; ¥112,03 
16/04/2019; ¥111,99 
17/04/2019; ¥112,05 
18/04/2019; ¥111,96 
19/04/2019; ¥111,91 
22/04/2019; ¥111,93 
23/04/2019; ¥111,86 
24/04/2019; ¥112,17 
25/04/2019; ¥111,62 
26/04/2019; ¥111,58 
29/04/2019; ¥111,63 
30/04/2019; ¥111,41 
01/05/2019; ¥111,37 
02/05/2019; ¥111,50 
03/05/2019; ¥111,09 
06/05/2019; ¥110,76 
07/05/2019; ¥110,24 
08/05/2019; ¥110,10 
09/05/2019; ¥109,75 
10/05/2019; ¥109,94 
13/05/2019; ¥109,30 
14/05/2019; ¥109,59 
16/05/2019; ¥109,84 
17/05/2019; ¥110,07 
20/05/2019; ¥110,05 
21/05/2019; ¥110,49 
22/05/2019; ¥110,34 
23/05/2019; ¥109,59 
24/05/2019; ¥109,29 
27/05/2019; ¥109,50 
28/05/2019; ¥109,36 
29/05/2019; ¥109,58 
30/05/2019; ¥109,60 
31/05/2019; ¥108,26 
03/06/2019; ¥108,06 
04/06/2019; ¥108,14 
05/06/2019; ¥108,45 
06/06/2019; ¥108,40 
07/06/2019; ¥108,18 
10/06/2019; ¥108,43 
11/06/2019; ¥108,50 
12/06/2019; ¥108,49 
13/06/2019; ¥108,37 
14/06/2019; ¥108,55 
17/06/2019; ¥108,55 
18/06/2019; ¥108,44 
19/06/2019; ¥108,09 
20/06/2019; ¥107,29 
21/06/2019; ¥107,30 
24/06/2019; ¥107,28 
25/06/2019; ¥107,17 
26/06/2019; ¥107,77 
27/06/2019; ¥107,78 
28/06/2019; ¥107,88 
01/07/2019; ¥108,43 
02/07/2019; ¥107,88 
03/07/2019; ¥107,82 
04/07/2019; ¥107,79 
05/07/2019; ¥108,45 
08/07/2019; ¥108,71 
09/07/2019; ¥108,84 
10/07/2019; ¥108,46 
11/07/2019; ¥108,48 
12/07/2019; ¥107,89 
15/07/2019; ¥107,90 
16/07/2019; ¥108,22 
17/07/2019; ¥107,94 
18/07/2019; ¥107,29 
19/07/2019; ¥107,70 
22/07/2019; ¥107,86 
23/07/2019; ¥108,21 
24/07/2019; ¥108,17 
25/07/2019; ¥108,62 
26/07/2019; ¥108,66 
29/07/2019; ¥108,77 
30/07/2019; ¥108,59 
31/07/2019; ¥108,74 
01/08/2019; ¥107,33 
02/08/2019; ¥106,58 
05/08/2019; ¥105,94 
06/08/2019; ¥106,47 
07/08/2019; ¥106,26 
08/08/2019; ¥106,06 
09/08/2019; ¥105,66 
12/08/2019; ¥105,29 
13/08/2019; ¥106,73 
14/08/2019; ¥105,89 
15/08/2019; ¥106,11 
16/08/2019; ¥106,36 
19/08/2019; ¥106,62 
20/08/2019; ¥106,22 
21/08/2019; ¥106,61 
22/08/2019; ¥106,42 
23/08/2019; ¥105,39 
26/08/2019; ¥106,12 
27/08/2019; ¥105,72 
28/08/2019; ¥106,11 
29/08/2019; ¥106,50 
30/08/2019; ¥106,29 
02/09/2019; ¥106,21 
03/09/2019; ¥105,92 
04/09/2019; ¥106,38 
05/09/2019; ¥106,92 
06/09/2019; ¥106,90 
09/09/2019; ¥107,23 
10/09/2019; ¥107,53 
11/09/2019; ¥107,81 
12/09/2019; ¥108,09 
13/09/2019; ¥108,07 
16/09/2019; ¥108,12 
17/09/2019; ¥108,12 
18/09/2019; ¥108,44 
19/09/2019; ¥108,00 
20/09/2019; ¥107,55 
23/09/2019; ¥107,54 
24/09/2019; ¥107,05 
25/09/2019; ¥107,76 
26/09/2019; ¥107,82 
27/09/2019; ¥107,92 
30/09/2019; ¥108,06 
01/10/2019; ¥107,74 
02/10/2019; ¥107,17 
03/10/2019; ¥106,90 
04/10/2019; ¥106,93 
07/10/2019; ¥107,28 
08/10/2019; ¥107,07 
09/10/2019; ¥107,46 
10/10/2019; ¥107,96 
11/10/2019; ¥108,40 
14/10/2019; ¥108,38 
15/10/2019; ¥108,84 
16/10/2019; ¥108,75 
17/10/2019; ¥108,65 
18/10/2019; ¥108,42 
21/10/2019; ¥108,59 
22/10/2019; ¥108,47 
23/10/2019; ¥108,68 
24/10/2019; ¥108,61 
25/10/2019; ¥108,64 
28/10/2019; ¥108,94 
29/10/2019; ¥108,87 
30/10/2019; ¥108,83 
31/10/2019; ¥108,02 
01/11/2019; ¥108,17 
04/11/2019; ¥108,56 
05/11/2019; ¥109,15 
06/11/2019; ¥108,96 
07/11/2019; ¥109,27 
08/11/2019; ¥109,27 
11/11/2019; ¥109,04 
12/11/2019; ¥109,00 
13/11/2019; ¥108,81 
14/11/2019; ¥108,39 
15/11/2019; ¥108,73 
18/11/2019; ¥108,66 
19/11/2019; ¥108,53 
20/11/2019; ¥108,60 
21/11/2019; ¥108,63 
22/11/2019; ¥108,64 
25/11/2019; ¥108,90 
26/11/2019; ¥109,03 
27/11/2019; ¥109,55 
28/11/2019; ¥109,50 
29/11/2019; ¥109,51 
02/12/2019; ¥108,98 
03/12/2019; ¥108,62 
04/12/2019; ¥108,85 
05/12/2019; ¥108,75 
06/12/2019; ¥108,59 
09/12/2019; ¥108,55 
10/12/2019; ¥108,70 
11/12/2019; ¥108,54 
12/12/2019; ¥109,29 
13/12/2019; ¥109,36 
16/12/2019; ¥109,49 
17/12/2019; ¥109,47 
18/12/2019; ¥109,53 
19/12/2019; ¥109,37 
20/12/2019; ¥109,44 
23/12/2019; ¥109,39 
24/12/2019; ¥109,39 
25/12/2019; ¥109,35 
26/12/2019; ¥109,63 
27/12/2019; ¥109,41 
30/12/2019; ¥108,86 
31/12/2019; ¥108,61 
01/01/2020; ¥108,70 
02/01/2020; ¥108,57 
03/01/2020; ¥108,08 
06/01/2020; ¥108,36 
07/01/2020; ¥108,42 
08/01/2020; ¥109,12 
09/01/2020; ¥109,51 
10/01/2020; ¥109,46 
13/01/2020; ¥109,93 
14/01/2020; ¥109,97 
15/01/2020; ¥109,88 
16/01/2020; ¥110,14 
17/01/2020; ¥110,14 
20/01/2020; ¥110,18 
21/01/2020; ¥109,86 
22/01/2020; ¥109,83 
23/01/2020; ¥109,48 
24/01/2020; ¥109,27 
27/01/2020; ¥108,89 
28/01/2020; ¥109,13 
29/01/2020; ¥108,99 
30/01/2020; ¥108,95 
31/01/2020; ¥108,38 
03/02/2020; ¥108,67 
04/02/2020; ¥109,51 
05/02/2020; ¥109,80 
06/02/2020; ¥109,99 
07/02/2020; ¥109,72 
10/02/2020; ¥109,74 
11/02/2020; ¥109,77 
12/02/2020; ¥110,08 
13/02/2020; ¥109,81 
14/02/2020; ¥109,74 
17/02/2020; ¥109,88 
18/02/2020; ¥109,86 
19/02/2020; ¥111,35 
20/02/2020; ¥112,11 
21/02/2020; ¥111,57 
24/02/2020; ¥110,71 
25/02/2020; ¥110,18 
26/02/2020; ¥110,42 
27/02/2020; ¥109,58 
28/02/2020; ¥108,07 
02/03/2020; ¥108,30 
03/03/2020; ¥107,12 
04/03/2020; ¥107,52 
05/03/2020; ¥106,16 
06/03/2020; ¥105,30 
09/03/2020; ¥102,34 
10/03/2020; ¥105,63 
11/03/2020; ¥104,53 
12/03/2020; ¥104,63 
13/03/2020; ¥107,91 
16/03/2020; ¥105,85 
17/03/2020; ¥107,67 
18/03/2020; ¥108,06 
19/03/2020; ¥110,69 
20/03/2020; ¥110,80 
23/03/2020; ¥111,20 
24/03/2020; ¥111,21 
25/03/2020; ¥111,19 
26/03/2020; ¥109,58 
27/03/2020; ¥107,89 
30/03/2020; ¥107,81 
31/03/2020; ¥107,53 
01/04/2020; ¥107,15 
02/04/2020; ¥107,90 
03/04/2020; ¥108,45 
06/04/2020; ¥109,20 
07/04/2020; ¥108,70 
08/04/2020; ¥108,81 
09/04/2020; ¥108,46 
10/04/2020; ¥108,46 
13/04/2020; ¥107,76 
14/04/2020; ¥107,20 
15/04/2020; ¥107,47 
16/04/2020; ¥107,94 
17/04/2020; ¥107,51 
20/04/2020; ¥107,61 
21/04/2020; ¥107,76 
22/04/2020; ¥107,72 
23/04/2020; ¥107,58 
24/04/2020; ¥107,50 
27/04/2020; ¥107,22 
28/04/2020; ¥106,86 
29/04/2020; ¥106,70 
30/04/2020; ¥107,17 
01/05/2020; ¥106,93 
04/05/2020; ¥106,73 
05/05/2020; ¥106,58 
06/05/2020; ¥106,14 
07/05/2020; ¥106,27 
08/05/2020; ¥106,65 
11/05/2020; ¥107,66 
12/05/2020; ¥107,13 
13/05/2020; ¥107,02 
14/05/2020; ¥107,24 
15/05/2020; ¥107,02 
18/05/2020; ¥107,33 
19/05/2020; ¥107,68 
20/05/2020; ¥107,51 
21/05/2020; ¥107,61 
22/05/2020; ¥107,61 
25/05/2020; ¥107,69 
26/05/2020; ¥107,52 
27/05/2020; ¥107,71 
28/05/2020; ¥107,63 
29/05/2020; ¥107,77 
01/06/2020; ¥107,58 
02/06/2020; ¥108,66 
03/06/2020; ¥108,89 
04/06/2020; ¥109,13 
05/06/2020; ¥109,58 
08/06/2020; ¥108,42 
09/06/2020; ¥107,72 
10/06/2020; ¥107,09 
11/06/2020; ¥106,85 
12/06/2020; ¥107,34 
15/06/2020; ¥107,31 
16/06/2020; ¥107,32 
17/06/2020; ¥107,00 
18/06/2020; ¥106,96 
19/06/2020; ¥106,87 
22/06/2020; ¥106,87 
23/06/2020; ¥106,51 
24/06/2020; ¥107,02 
25/06/2020; ¥107,19 
26/06/2020; ¥107,21 
29/06/2020; ¥107,56 
30/06/2020; ¥107,92 
01/07/2020; ¥107,46 
02/07/2020; ¥107,48 
03/07/2020; ¥107,50 
06/07/2020; ¥107,35 
07/07/2020; ¥107,51 
08/07/2020; ¥107,25 
09/07/2020; ¥107,19 
10/07/2020; ¥106,89 
13/07/2020; ¥107,26 
14/07/2020; ¥107,23 
15/07/2020; ¥106,92 
16/07/2020; ¥107,26 
17/07/2020; ¥106,99 
20/07/2020; ¥107,24 
21/07/2020; ¥106,76 
22/07/2020; ¥107,14 
23/07/2020; ¥106,85 
24/07/2020; ¥106,12 
27/07/2020; ¥105,37 
28/07/2020; ¥105,08 
29/07/2020; ¥104,91 
30/07/2020; ¥104,72 
31/07/2020; ¥105,88 
03/08/2020; ¥105,94 
04/08/2020; ¥105,70 
05/08/2020; ¥105,57 
06/08/2020; ¥105,54 
07/08/2020; ¥105,91 
10/08/2020; ¥105,95 
11/08/2020; ¥106,48 
12/08/2020; ¥106,89 
13/08/2020; ¥106,92 
14/08/2020; ¥106,59 
17/08/2020; ¥105,99 
18/08/2020; ¥105,42 
19/08/2020; ¥106,10 
20/08/2020; ¥105,79 
21/08/2020; ¥105,78 
24/08/2020; ¥105,97 
25/08/2020; ¥106,36 
26/08/2020; ¥105,98 
27/08/2020; ¥106,55 
28/08/2020; ¥105,34 
31/08/2020; ¥105,89 
01/09/2020; ¥105,95 
02/09/2020; ¥106,18 
03/09/2020; ¥106,17 
04/09/2020; ¥106,23 
07/09/2020; ¥106,25 
08/09/2020; ¥106,01 
09/09/2020; ¥106,17 
10/09/2020; ¥106,13 
11/09/2020; ¥106,14 
14/09/2020; ¥105,72 
15/09/2020; ¥105,43 
16/09/2020; ¥104,94 
17/09/2020; ¥104,73 
18/09/2020; ¥104,55 
21/09/2020; ¥104,64 
22/09/2020; ¥104,91 
23/09/2020; ¥105,37 
24/09/2020; ¥105,40 
25/09/2020; ¥105,60 
28/09/2020; ¥105,49 
29/09/2020; ¥105,64 
30/09/2020; ¥105,45 
01/10/2020; ¥105,50 
02/10/2020; ¥105,33 
05/10/2020; ¥105,72 
06/10/2020; ¥105,62 
07/10/2020; ¥105,96 
08/10/2020; ¥106,01 
09/10/2020; ¥105,59 
12/10/2020; ¥105,30 
13/10/2020; ¥105,47 
14/10/2020; ¥105,15 
15/10/2020; ¥105,44 
16/10/2020; ¥105,40 
19/10/2020; ¥105,42 
20/10/2020; ¥105,49 
21/10/2020; ¥104,56 
22/10/2020; ¥104,82 
23/10/2020; ¥104,69 
26/10/2020; ¥104,82 
27/10/2020; ¥104,40 
28/10/2020; ¥104,29 
29/10/2020; ¥104,61 
30/10/2020; ¥104,64 
02/11/2020; ¥104,71 
03/11/2020; ¥104,46 
04/11/2020; ¥104,48 
05/11/2020; ¥103,47 
06/11/2020; ¥103,33 
09/11/2020; ¥105,36 
10/11/2020; ¥105,28 
11/11/2020; ¥105,42 
12/11/2020; ¥105,12 
13/11/2020; ¥104,62 
16/11/2020; ¥104,56 
17/11/2020; ¥104,17 
18/11/2020; ¥103,83 
19/11/2020; ¥103,72 
20/11/2020; ¥103,85 
23/11/2020; ¥104,54 
24/11/2020; ¥104,43 
25/11/2020; ¥104,45 
26/11/2020; ¥104,25 
27/11/2020; ¥104,10 
30/11/2020; ¥104,27 
01/12/2020; ¥104,30 
02/12/2020; ¥104,40 
03/12/2020; ¥103,83 
04/12/2020; ¥104,14 
07/12/2020; ¥104,06 
08/12/2020; ¥104,15 
09/12/2020; ¥104,21 
10/12/2020; ¥104,20 
11/12/2020; ¥104,01 
14/12/2020; ¥104,03 
15/12/2020; ¥103,66 
16/12/2020; ¥103,48 
17/12/2020; ¥103,10 
18/12/2020; ¥103,31 
21/12/2020; ¥103,30 
22/12/2020; ¥103,63 
23/12/2020; ¥103,55 
24/12/2020; ¥103,63 
25/12/2020; ¥103,48 
28/12/2020; ¥103,78 
29/12/2020; ¥103,56 
30/12/2020; ¥103,17 
31/12/2020; ¥103,24 
01/01/2021; ¥103,20 
04/01/2021; ¥103,10 
05/01/2021; ¥102,72 
06/01/2021; ¥103,04 
07/01/2021; ¥103,80 
08/01/2021; ¥103,93 
11/01/2021; ¥104,24 
12/01/2021; ¥103,75 
13/01/2021; ¥103,85 
14/01/2021; ¥103,79 
15/01/2021; ¥103,87 
18/01/2021; ¥103,69 
19/01/2021; ¥103,89 
20/01/2021; ¥103,52 
21/01/2021; ¥103,48 
22/01/2021; ¥103,77 
25/01/2021; ¥103,73 
26/01/2021; ¥103,60 
27/01/2021; ¥104,09 
28/01/2021; ¥104,21 
29/01/2021; ¥104,68 
01/02/2021; ¥104,91 
02/02/2021; ¥104,97 
03/02/2021; ¥105,01 
04/02/2021; ¥105,54 
05/02/2021; ¥105,36 
08/02/2021; ¥105,22 
09/02/2021; ¥104,57 
10/02/2021; ¥104,57 
11/02/2021; ¥104,72 
12/02/2021; ¥104,93 
15/02/2021; ¥105,36 
16/02/2021; ¥106,04 
17/02/2021; ¥105,85 
18/02/2021; ¥105,66 
19/02/2021; ¥105,43 
22/02/2021; ¥105,06 
23/02/2021; ¥105,24 
24/02/2021; ¥105,86 
25/02/2021; ¥106,21 
26/02/2021; ¥106,58 
01/03/2021; ¥106,75 
02/03/2021; ¥106,67 
03/03/2021; ¥106,99 
04/03/2021; ¥107,97 
05/03/2021; ¥108,34 
08/03/2021; ¥108,86 
09/03/2021; ¥108,46 
10/03/2021; ¥108,38 
11/03/2021; ¥108,49 
12/03/2021; ¥109,00 
15/03/2021; ¥109,12 
16/03/2021; ¥108,98 
17/03/2021; ¥108,83 
18/03/2021; ¥108,88 
19/03/2021; ¥108,87 
22/03/2021; ¥108,83 
23/03/2021; ¥108,56 
24/03/2021; ¥108,72 
25/03/2021; ¥109,17 
26/03/2021; ¥109,64 
29/03/2021; ¥109,78 
30/03/2021; ¥110,34 
31/03/2021; ¥110,70 
01/04/2021; ¥110,60 
02/04/2021; ¥110,71 
05/04/2021; ¥110,17 
06/04/2021; ¥109,74 
07/04/2021; ¥109,84 
08/04/2021; ¥109,24 
09/04/2021; ¥109,65 
12/04/2021; ¥109,37 
13/04/2021; ¥109,05 
14/04/2021; ¥108,91 
15/04/2021; ¥108,74 
16/04/2021; ¥108,77 
19/04/2021; ¥108,15 
20/04/2021; ¥108,08 
21/04/2021; ¥108,05 
22/04/2021; ¥107,96 
23/04/2021; ¥107,91 
26/04/2021; ¥108,08 
27/04/2021; ¥108,68 
28/04/2021; ¥108,59 
29/04/2021; ¥108,91 
30/04/2021; ¥109,27 
03/05/2021; ¥109,06 
04/05/2021; ¥109,33 
05/05/2021; ¥109,18 
06/05/2021; ¥109,08 
07/05/2021; ¥108,60 
10/05/2021; ¥108,78 
11/05/2021; ¥108,61 
12/05/2021; ¥109,65 
13/05/2021; ¥109,45 
14/05/2021; ¥109,34 
17/05/2021; ¥109,19 
18/05/2021; ¥108,88 
19/05/2021; ¥109,21 
20/05/2021; ¥108,75 
21/05/2021; ¥108,94 
24/05/2021; ¥108,74 
25/05/2021; ¥108,76 
26/05/2021; ¥109,14 
27/05/2021; ¥109,80 
28/05/2021; ¥109,81 
31/05/2021; ¥109,54 
01/06/2021; ¥109,45 
02/06/2021; ¥109,54 
03/06/2021; ¥110,28 
04/06/2021; ¥109,49 
07/06/2021; ¥109,24 
08/06/2021; ¥109,49 
09/06/2021; ¥109,61 
10/06/2021; ¥109,31 
11/06/2021; ¥109,65 
14/06/2021; ¥110,06 
15/06/2021; ¥110,07 
16/06/2021; ¥110,69 
17/06/2021; ¥110,20 
18/06/2021; ¥110,19 
21/06/2021; ¥110,30 
22/06/2021; ¥110,64 
23/06/2021; ¥110,94 
24/06/2021; ¥110,86 
25/06/2021; ¥110,77 
28/06/2021; ¥110,62 
29/06/2021; ¥110,50 
30/06/2021; ¥111,10 
01/07/2021; ¥111,50 
02/07/2021; ¥111,04 
05/07/2021; ¥110,96 
06/07/2021; ¥110,60 
07/07/2021; ¥110,65 
08/07/2021; ¥109,79 
09/07/2021; ¥110,14 
12/07/2021; ¥110,35 
13/07/2021; ¥110,61 
14/07/2021; ¥109,99 
15/07/2021; ¥109,86 
16/07/2021; ¥110,08 
19/07/2021; ¥109,44 
20/07/2021; ¥109,84 
21/07/2021; ¥110,27 
22/07/2021; ¥110,14 
23/07/2021; ¥110,54 
26/07/2021; ¥110,34 
27/07/2021; ¥109,76 
28/07/2021; ¥109,90 
29/07/2021; ¥109,46 
30/07/2021; ¥109,70 
02/08/2021; ¥109,28 
03/08/2021; ¥109,04 
04/08/2021; ¥109,47 
05/08/2021; ¥109,74 
06/08/2021; ¥110,25 
09/08/2021; ¥110,28 
10/08/2021; ¥110,56 
11/08/2021; ¥110,40 
12/08/2021; ¥110,38 
13/08/2021; ¥109,57 
16/08/2021; ¥109,23 
17/08/2021; ¥109,57 
18/08/2021; ¥109,74 
19/08/2021; ¥109,72 
20/08/2021; ¥109,80 
23/08/2021; ¥109,68 
24/08/2021; ¥109,62 
25/08/2021; ¥109,99 
26/08/2021; ¥110,07 
27/08/2021; ¥109,82 
30/08/2021; ¥109,92 
31/08/2021; ¥110,02 
01/09/2021; ¥109,99 
02/09/2021; ¥109,92 
03/09/2021; ¥109,73 
06/09/2021; ¥109,83 
07/09/2021; ¥110,27 
08/09/2021; ¥110,23 
09/09/2021; ¥109,70 
10/09/2021; ¥109,93 
13/09/2021; ¥109,98 
14/09/2021; ¥109,67 
15/09/2021; ¥109,36 
16/09/2021; ¥109,70 
17/09/2021; ¥109,96 
20/09/2021; ¥109,39 
21/09/2021; ¥109,21 
22/09/2021; ¥109,78 
23/09/2021; ¥110,30 
24/09/2021; ¥110,72 
27/09/2021; ¥111,00 
28/09/2021; ¥111,50 
29/09/2021; ¥111,96 
30/09/2021; ¥111,27 
01/10/2021; ¥111,05 
04/10/2021; ¥110,87 
05/10/2021; ¥111,45 
06/10/2021; ¥111,41 
07/10/2021; ¥111,59 
08/10/2021; ¥112,22 
11/10/2021; ¥113,30 
12/10/2021; ¥113,60 
13/10/2021; ¥113,23 
14/10/2021; ¥113,66 
15/10/2021; ¥114,20 
18/10/2021; ¥114,31 
19/10/2021; ¥114,36 
20/10/2021; ¥114,26 
21/10/2021; ¥113,97 
22/10/2021; ¥113,46 
25/10/2021; ¥113,70 
26/10/2021; ¥114,14 
27/10/2021; ¥113,81 
28/10/2021; ¥113,56 
29/10/2021; ¥114,00 
01/11/2021; ¥113,98 
02/11/2021; ¥113,95 
03/11/2021; ¥113,98 
04/11/2021; ¥113,75 
05/11/2021; ¥113,40 
08/11/2021; ¥113,22 
09/11/2021; ¥112,85 
10/11/2021; ¥113,90 
11/11/2021; ¥114,05 
12/11/2021; ¥113,85 
15/11/2021; ¥114,12 
16/11/2021; ¥114,82 
17/11/2021; ¥114,07 
18/11/2021; ¥114,24 
19/11/2021; ¥113,98 
22/11/2021; ¥114,86 
23/11/2021; ¥115,12 
24/11/2021; ¥115,41 
25/11/2021; ¥115,35 
26/11/2021; ¥113,31 
29/11/2021; ¥113,52 
30/11/2021; ¥113,13 
01/12/2021; ¥112,75 
02/12/2021; ¥113,15 
03/12/2021; ¥112,80 
06/12/2021; ¥113,46 
07/12/2021; ¥113,57 
08/12/2021; ¥113,66 
09/12/2021; ¥113,44 
10/12/2021; ¥113,38 
13/12/2021; ¥113,56 
14/12/2021; ¥113,71 
15/12/2021; ¥114,02 
16/12/2021; ¥113,70 
17/12/2021; ¥113,67 
20/12/2021; ¥113,58 
21/12/2021; ¥114,08 
22/12/2021; ¥114,11 
23/12/2021; ¥114,37 
24/12/2021; ¥114,41 
27/12/2021; ¥114,83 
28/12/2021; ¥114,81 
29/12/2021; ¥114,94 
30/12/2021; ¥115,06 
31/12/2021; ¥115,08 
03/01/2022; ¥115,32 
04/01/2022; ¥116,14 
05/01/2022; ¥116,10 
06/01/2022; ¥115,82 
07/01/2022; ¥115,55 
