EUR/JPY;
Date;Clôture
16/07/2014; ¥137,51 
17/07/2014; ¥136,82 
18/07/2014; ¥137,03 
21/07/2014; ¥137,11 
22/07/2014; ¥136,61 
23/07/2014; ¥136,62 
24/07/2014; ¥137,07 
25/07/2014; ¥136,73 
28/07/2014; ¥136,88 
29/07/2014; ¥136,92 
30/07/2014; ¥137,68 
31/07/2014; ¥137,62 
01/08/2014; ¥137,79 
04/08/2014; ¥137,67 
05/08/2014; ¥137,21 
06/08/2014; ¥136,61 
07/08/2014; ¥136,39 
08/08/2014; ¥136,84 
11/08/2014; ¥136,77 
12/08/2014; ¥136,70 
13/08/2014; ¥136,86 
14/08/2014; ¥136,87 
15/08/2014; ¥137,12 
18/08/2014; ¥137,04 
19/08/2014; ¥137,04 
20/08/2014; ¥137,53 
21/08/2014; ¥137,88 
22/08/2014; ¥137,61 
25/08/2014; ¥137,23 
26/08/2014; ¥137,00 
27/08/2014; ¥137,00 
28/08/2014; ¥136,70 
29/08/2014; ¥136,64 
01/09/2014; ¥136,98 
02/09/2014; ¥137,97 
03/09/2014; ¥137,80 
04/09/2014; ¥136,25 
05/09/2014; ¥136,08 
08/09/2014; ¥136,72 
09/09/2014; ¥137,34 
10/09/2014; ¥137,97 
11/09/2014; ¥138,43 
12/09/2014; ¥139,13 
15/09/2014; ¥138,67 
16/09/2014; ¥138,82 
17/09/2014; ¥139,42 
18/09/2014; ¥140,45 
19/09/2014; ¥139,84 
22/09/2014; ¥139,85 
23/09/2014; ¥139,86 
24/09/2014; ¥139,30 
25/09/2014; ¥138,63 
26/09/2014; ¥138,59 
29/09/2014; ¥138,84 
30/09/2014; ¥138,49 
01/10/2014; ¥137,43 
02/10/2014; ¥137,33 
03/10/2014; ¥137,36 
06/10/2014; ¥137,63 
07/10/2014; ¥136,84 
08/10/2014; ¥137,62 
09/10/2014; ¥136,84 
10/10/2014; ¥135,93 
13/10/2014; ¥136,23 
14/10/2014; ¥135,49 
15/10/2014; ¥135,93 
16/10/2014; ¥136,16 
17/10/2014; ¥136,38 
20/10/2014; ¥136,86 
21/10/2014; ¥136,00 
22/10/2014; ¥135,51 
23/10/2014; ¥136,87 
24/10/2014; ¥137,01 
27/10/2014; ¥136,89 
28/10/2014; ¥137,71 
29/10/2014; ¥137,53 
30/10/2014; ¥137,72 
31/10/2014; ¥140,64 
03/11/2014; ¥142,33 
04/11/2014; ¥142,47 
05/11/2014; ¥143,12 
06/11/2014; ¥142,54 
07/11/2014; ¥142,61 
10/11/2014; ¥142,64 
11/11/2014; ¥144,41 
12/11/2014; ¥143,62 
13/11/2014; ¥144,37 
14/11/2014; ¥145,58 
17/11/2014; ¥145,21 
18/11/2014; ¥146,50 
19/11/2014; ¥148,09 
20/11/2014; ¥148,20 
21/11/2014; ¥145,93 
24/11/2014; ¥147,14 
25/11/2014; ¥147,16 
26/11/2014; ¥147,21 
27/11/2014; ¥146,72 
28/11/2014; ¥147,67 
01/12/2014; ¥147,62 
02/12/2014; ¥147,57 
03/12/2014; ¥147,44 
04/12/2014; ¥148,25 
05/12/2014; ¥149,15 
08/12/2014; ¥148,62 
09/12/2014; ¥148,10 
10/12/2014; ¥146,60 
11/12/2014; ¥147,23 
12/12/2014; ¥147,99 
15/12/2014; ¥146,50 
16/12/2014; ¥145,60 
17/12/2014; ¥146,41 
18/12/2014; ¥145,97 
19/12/2014; ¥146,09 
22/12/2014; ¥146,81 
23/12/2014; ¥146,87 
24/12/2014; ¥146,90 
25/12/2014; ¥146,75 
26/12/2014; ¥146,57 
29/12/2014; ¥146,60 
30/12/2014; ¥145,22 
31/12/2014; ¥144,78 
01/01/2015; ¥144,95 
02/01/2015; ¥144,59 
05/01/2015; ¥142,73 
06/01/2015; ¥140,74 
07/01/2015; ¥141,17 
08/01/2015; ¥141,09 
09/01/2015; ¥140,29 
12/01/2015; ¥140,00 
13/01/2015; ¥138,82 
14/01/2015; ¥138,31 
15/01/2015; ¥135,07 
16/01/2015; ¥136,04 
19/01/2015; ¥136,41 
20/01/2015; ¥137,19 
21/01/2015; ¥136,89 
22/01/2015; ¥134,65 
23/01/2015; ¥131,95 
26/01/2015; ¥133,11 
27/01/2015; ¥134,12 
28/01/2015; ¥132,64 
29/01/2015; ¥133,86 
30/01/2015; ¥132,54 
02/02/2015; ¥133,34 
03/02/2015; ¥134,94 
04/02/2015; ¥133,02 
05/02/2015; ¥134,84 
06/02/2015; ¥134,58 
09/02/2015; ¥134,32 
10/02/2015; ¥135,17 
11/02/2015; ¥136,48 
12/02/2015; ¥135,80 
13/02/2015; ¥135,14 
16/02/2015; ¥134,49 
17/02/2015; ¥136,06 
18/02/2015; ¥135,35 
19/02/2015; ¥135,19 
20/02/2015; ¥135,41 
23/02/2015; ¥134,61 
24/02/2015; ¥134,90 
25/02/2015; ¥135,01 
26/02/2015; ¥133,69 
27/02/2015; ¥133,77 
02/03/2015; ¥134,33 
03/03/2015; ¥133,78 
04/03/2015; ¥132,54 
05/03/2015; ¥132,48 
06/03/2015; ¥131,02 
09/03/2015; ¥131,46 
10/03/2015; ¥129,57 
11/03/2015; ¥128,06 
12/03/2015; ¥128,98 
13/03/2015; ¥127,36 
16/03/2015; ¥128,19 
17/03/2015; ¥128,59 
18/03/2015; ¥130,48 
19/03/2015; ¥128,74 
20/03/2015; ¥129,87 
23/03/2015; ¥131,04 
24/03/2015; ¥130,81 
25/03/2015; ¥131,06 
26/03/2015; ¥129,70 
27/03/2015; ¥129,66 
30/03/2015; ¥130,05 
31/03/2015; ¥128,89 
01/04/2015; ¥128,87 
02/04/2015; ¥130,25 
03/04/2015; ¥130,57 
06/04/2015; ¥130,53 
07/04/2015; ¥130,05 
08/04/2015; ¥129,48 
09/04/2015; ¥128,50 
10/04/2015; ¥127,45 
13/04/2015; ¥126,90 
14/04/2015; ¥127,14 
15/04/2015; ¥127,28 
16/04/2015; ¥128,03 
17/04/2015; ¥128,47 
20/04/2015; ¥127,96 
21/04/2015; ¥128,43 
22/04/2015; ¥128,59 
23/04/2015; ¥129,41 
24/04/2015; ¥129,34 
27/04/2015; ¥129,58 
28/04/2015; ¥130,49 
29/04/2015; ¥132,46 
30/04/2015; ¥133,92 
01/05/2015; ¥134,58 
04/05/2015; ¥133,84 
05/05/2015; ¥134,05 
06/05/2015; ¥135,56 
07/05/2015; ¥134,86 
08/05/2015; ¥134,20 
11/05/2015; ¥133,91 
12/05/2015; ¥134,38 
13/05/2015; ¥135,28 
14/05/2015; ¥135,90 
15/05/2015; ¥136,58 
18/05/2015; ¥135,75 
19/05/2015; ¥134,53 
20/05/2015; ¥134,58 
21/05/2015; ¥134,48 
22/05/2015; ¥133,87 
25/05/2015; ¥133,40 
26/05/2015; ¥133,82 
27/05/2015; ¥134,82 
28/05/2015; ¥135,69 
29/05/2015; ¥136,36 
01/06/2015; ¥136,30 
02/06/2015; ¥138,37 
03/06/2015; ¥140,02 
04/06/2015; ¥139,74 
05/06/2015; ¥139,57 
08/06/2015; ¥140,51 
09/06/2015; ¥140,27 
10/06/2015; ¥138,89 
11/06/2015; ¥138,90 
12/06/2015; ¥139,01 
15/06/2015; ¥139,24 
16/06/2015; ¥138,72 
17/06/2015; ¥139,92 
18/06/2015; ¥139,65 
19/06/2015; ¥139,23 
22/06/2015; ¥139,88 
23/06/2015; ¥138,43 
24/06/2015; ¥138,75 
25/06/2015; ¥138,48 
26/06/2015; ¥138,27 
29/06/2015; ¥137,66 
30/06/2015; ¥136,39 
01/07/2015; ¥136,11 
02/07/2015; ¥136,37 
03/07/2015; ¥136,47 
06/07/2015; ¥135,48 
07/07/2015; ¥134,87 
08/07/2015; ¥133,68 
09/07/2015; ¥133,90 
10/07/2015; ¥137,00 
13/07/2015; ¥135,79 
14/07/2015; ¥135,80 
15/07/2015; ¥135,48 
16/07/2015; ¥134,99 
17/07/2015; ¥134,34 
20/07/2015; ¥134,50 
21/07/2015; ¥135,46 
22/07/2015; ¥135,50 
23/07/2015; ¥136,04 
24/07/2015; ¥135,95 
27/07/2015; ¥136,66 
28/07/2015; ¥136,63 
29/07/2015; ¥136,11 
30/07/2015; ¥135,71 
31/07/2015; ¥136,15 
03/08/2015; ¥135,78 
04/08/2015; ¥135,31 
05/08/2015; ¥136,17 
06/08/2015; ¥136,24 
07/08/2015; ¥136,20 
10/08/2015; ¥137,31 
11/08/2015; ¥138,11 
12/08/2015; ¥138,56 
13/08/2015; ¥138,69 
14/08/2015; ¥138,05 
17/08/2015; ¥137,75 
18/08/2015; ¥137,05 
19/08/2015; ¥137,61 
20/08/2015; ¥138,69 
21/08/2015; ¥138,93 
24/08/2015; ¥137,58 
25/08/2015; ¥136,84 
26/08/2015; ¥135,64 
27/08/2015; ¥136,10 
28/08/2015; ¥136,05 
31/08/2015; ¥135,89 
01/09/2015; ¥135,01 
02/09/2015; ¥135,05 
03/09/2015; ¥133,52 
04/09/2015; ¥132,63 
07/09/2015; ¥133,19 
08/09/2015; ¥134,14 
09/09/2015; ¥134,99 
10/09/2015; ¥135,98 
11/09/2015; ¥136,69 
14/09/2015; ¥136,06 
15/09/2015; ¥135,67 
16/09/2015; ¥136,09 
17/09/2015; ¥137,20 
18/09/2015; ¥135,64 
21/09/2015; ¥134,82 
22/09/2015; ¥133,56 
23/09/2015; ¥134,53 
24/09/2015; ¥134,82 
25/09/2015; ¥134,94 
28/09/2015; ¥134,81 
29/09/2015; ¥134,61 
30/09/2015; ¥133,93 
01/10/2015; ¥134,23 
02/10/2015; ¥134,38 
05/10/2015; ¥134,72 
06/10/2015; ¥135,48 
07/10/2015; ¥134,82 
08/10/2015; ¥135,23 
09/10/2015; ¥136,53 
12/10/2015; ¥136,28 
13/10/2015; ¥136,24 
14/10/2015; ¥136,32 
15/10/2015; ¥135,30 
16/10/2015; ¥135,49 
19/10/2015; ¥135,28 
20/10/2015; ¥135,94 
21/10/2015; ¥135,95 
22/10/2015; ¥134,00 
23/10/2015; ¥133,77 
26/10/2015; ¥133,85 
27/10/2015; ¥133,07 
28/10/2015; ¥132,20 
29/10/2015; ¥132,94 
30/10/2015; ¥132,73 
02/11/2015; ¥132,98 
03/11/2015; ¥132,76 
04/11/2015; ¥132,02 
05/11/2015; ¥132,48 
06/11/2015; ¥132,22 
09/11/2015; ¥132,40 
10/11/2015; ¥132,06 
11/11/2015; ¥131,95 
12/11/2015; ¥132,61 
13/11/2015; ¥132,15 
16/11/2015; ¥131,57 
17/11/2015; ¥131,34 
18/11/2015; ¥131,74 
19/11/2015; ¥131,85 
20/11/2015; ¥130,79 
23/11/2015; ¥130,61 
24/11/2015; ¥130,35 
25/11/2015; ¥130,38 
26/11/2015; ¥130,03 
27/11/2015; ¥130,07 
30/11/2015; ¥130,01 
01/12/2015; ¥130,60 
02/12/2015; ¥130,77 
03/12/2015; ¥134,08 
04/12/2015; ¥134,05 
07/12/2015; ¥133,67 
08/12/2015; ¥133,90 
09/12/2015; ¥133,87 
10/12/2015; ¥133,01 
11/12/2015; ¥132,79 
14/12/2015; ¥133,00 
15/12/2015; ¥132,93 
16/12/2015; ¥133,33 
17/12/2015; ¥132,66 
18/12/2015; ¥131,68 
21/12/2015; ¥132,20 
22/12/2015; ¥132,60 
23/12/2015; ¥131,90 
24/12/2015; ¥132,09 
25/12/2015; ¥132,11 
28/12/2015; ¥132,00 
29/12/2015; ¥131,51 
30/12/2015; ¥131,68 
31/12/2015; ¥130,65 
01/01/2016; ¥130,62 
04/01/2016; ¥129,32 
05/01/2016; ¥127,93 
06/01/2016; ¥127,68 
07/01/2016; ¥128,65 
08/01/2016; ¥128,35 
11/01/2016; ¥127,82 
12/01/2016; ¥127,70 
13/01/2016; ¥127,93 
14/01/2016; ¥128,24 
15/01/2016; ¥127,75 
18/01/2016; ¥127,75 
19/01/2016; ¥128,26 
20/01/2016; ¥127,30 
21/01/2016; ¥127,96 
22/01/2016; ¥128,20 
25/01/2016; ¥128,30 
26/01/2016; ¥128,70 
27/01/2016; ¥129,23 
28/01/2016; ¥129,94 
29/01/2016; ¥131,12 
01/02/2016; ¥131,69 
02/02/2016; ¥130,94 
03/02/2016; ¥130,87 
04/02/2016; ¥130,84 
05/02/2016; ¥130,40 
08/02/2016; ¥129,68 
09/02/2016; ¥129,97 
10/02/2016; ¥127,93 
11/02/2016; ¥127,26 
12/02/2016; ¥127,44 
15/02/2016; ¥127,78 
16/02/2016; ¥127,07 
17/02/2016; ¥126,94 
18/02/2016; ¥125,72 
19/02/2016; ¥125,28 
22/02/2016; ¥124,52 
23/02/2016; ¥123,50 
24/02/2016; ¥123,51 
25/02/2016; ¥124,52 
26/02/2016; ¥124,60 
29/02/2016; ¥122,47 
01/03/2016; ¥123,83 
02/03/2016; ¥123,26 
03/03/2016; ¥124,53 
04/03/2016; ¥125,14 
07/03/2016; ¥124,91 
08/03/2016; ¥123,87 
09/03/2016; ¥124,76 
10/03/2016; ¥126,43 
11/03/2016; ¥126,88 
14/03/2016; ¥126,37 
15/03/2016; ¥125,71 
16/03/2016; ¥126,33 
17/03/2016; ¥126,04 
18/03/2016; ¥125,68 
21/03/2016; ¥125,81 
22/03/2016; ¥126,01 
23/03/2016; ¥125,64 
24/03/2016; ¥126,13 
25/03/2016; ¥126,19 
28/03/2016; ¥126,97 
29/03/2016; ¥127,20 
30/03/2016; ¥127,43 
31/03/2016; ¥128,07 
01/04/2016; ¥127,14 
04/04/2016; ¥126,79 
05/04/2016; ¥125,60 
06/04/2016; ¥125,12 
07/04/2016; ¥123,08 
08/04/2016; ¥123,14 
11/04/2016; ¥123,10 
12/04/2016; ¥123,55 
13/04/2016; ¥123,24 
14/04/2016; ¥123,22 
15/04/2016; ¥122,65 
18/04/2016; ¥123,09 
19/04/2016; ¥123,97 
20/04/2016; ¥124,05 
21/04/2016; ¥123,51 
22/04/2016; ¥125,53 
25/04/2016; ¥125,27 
26/04/2016; ¥125,75 
27/04/2016; ¥126,15 
28/04/2016; ¥122,68 
29/04/2016; ¥121,81 
02/05/2016; ¥122,69 
03/05/2016; ¥122,53 
04/05/2016; ¥122,89 
05/05/2016; ¥122,30 
06/05/2016; ¥122,12 
09/05/2016; ¥123,27 
10/05/2016; ¥124,20 
11/05/2016; ¥123,79 
12/05/2016; ¥124,00 
13/05/2016; ¥122,77 
16/05/2016; ¥123,36 
17/05/2016; ¥123,43 
18/05/2016; ¥123,57 
19/05/2016; ¥123,17 
20/05/2016; ¥123,60 
23/05/2016; ¥122,50 
24/05/2016; ¥122,52 
25/05/2016; ¥122,92 
26/05/2016; ¥122,82 
27/05/2016; ¥122,50 
30/05/2016; ¥123,82 
31/05/2016; ¥123,18 
01/06/2016; ¥122,53 
02/06/2016; ¥121,36 
03/06/2016; ¥121,05 
06/06/2016; ¥122,07 
07/06/2016; ¥121,88 
08/06/2016; ¥121,86 
09/06/2016; ¥121,14 
10/06/2016; ¥120,32 
13/06/2016; ¥119,93 
14/06/2016; ¥118,90 
15/06/2016; ¥119,32 
16/06/2016; ¥116,99 
17/06/2016; ¥117,36 
20/06/2016; ¥117,52 
21/06/2016; ¥117,72 
22/06/2016; ¥117,91 
23/06/2016; ¥120,83 
24/06/2016; ¥113,58 
27/06/2016; ¥112,40 
28/06/2016; ¥113,68 
29/06/2016; ¥114,36 
30/06/2016; ¥114,65 
01/07/2016; ¥114,14 
04/07/2016; ¥114,36 
05/07/2016; ¥112,63 
06/07/2016; ¥112,44 
07/07/2016; ¥111,42 
08/07/2016; ¥111,11 
11/07/2016; ¥113,64 
12/07/2016; ¥115,76 
13/07/2016; ¥115,85 
14/07/2016; ¥117,09 
15/07/2016; ¥115,67 
18/07/2016; ¥117,52 
19/07/2016; ¥116,94 
20/07/2016; ¥117,64 
21/07/2016; ¥116,62 
22/07/2016; ¥116,38 
25/07/2016; ¥116,23 
26/07/2016; ¥114,96 
27/07/2016; ¥116,51 
28/07/2016; ¥116,54 
29/07/2016; ¥114,03 
01/08/2016; ¥114,25 
02/08/2016; ¥113,24 
03/08/2016; ¥112,83 
04/08/2016; ¥112,61 
05/08/2016; ¥112,85 
08/08/2016; ¥113,59 
09/08/2016; ¥113,27 
10/08/2016; ¥113,16 
11/08/2016; ¥113,52 
12/08/2016; ¥113,02 
15/08/2016; ¥113,22 
16/08/2016; ¥113,09 
17/08/2016; ¥113,13 
18/08/2016; ¥113,37 
19/08/2016; ¥113,48 
22/08/2016; ¥113,51 
23/08/2016; ¥113,28 
24/08/2016; ¥113,09 
25/08/2016; ¥113,37 
26/08/2016; ¥114,00 
29/08/2016; ¥114,01 
30/08/2016; ¥114,69 
31/08/2016; ¥115,38 
01/09/2016; ¥115,56 
02/09/2016; ¥115,96 
05/09/2016; ¥115,26 
06/09/2016; ¥114,75 
07/09/2016; ¥114,33 
08/09/2016; ¥115,37 
09/09/2016; ¥115,30 
12/09/2016; ¥114,39 
13/09/2016; ¥115,02 
14/09/2016; ¥115,19 
15/09/2016; ¥114,78 
16/09/2016; ¥114,09 
19/09/2016; ¥113,88 
20/09/2016; ¥113,41 
21/09/2016; ¥112,17 
22/09/2016; ¥112,89 
23/09/2016; ¥113,32 
26/09/2016; ¥112,89 
27/09/2016; ¥112,61 
28/09/2016; ¥112,87 
29/09/2016; ¥113,34 
30/09/2016; ¥113,87 
03/10/2016; ¥113,89 
04/10/2016; ¥115,26 
05/10/2016; ¥115,93 
06/10/2016; ¥115,88 
07/10/2016; ¥115,24 
10/10/2016; ¥115,36 
11/10/2016; ¥114,40 
12/10/2016; ¥114,67 
13/10/2016; ¥114,60 
14/10/2016; ¥114,28 
17/10/2016; ¥114,25 
18/10/2016; ¥114,01 
19/10/2016; ¥113,49 
20/10/2016; ¥113,59 
21/10/2016; ¥112,96 
24/10/2016; ¥113,32 
25/10/2016; ¥113,45 
26/10/2016; ¥113,93 
27/10/2016; ¥114,69 
28/10/2016; ¥114,98 
31/10/2016; ¥115,07 
01/11/2016; ¥115,08 
02/11/2016; ¥114,60 
03/11/2016; ¥114,33 
04/11/2016; ¥114,87 
07/11/2016; ¥115,29 
08/11/2016; ¥115,91 
09/11/2016; ¥115,25 
10/11/2016; ¥116,31 
11/11/2016; ¥115,74 
14/11/2016; ¥116,36 
15/11/2016; ¥117,01 
16/11/2016; ¥116,59 
17/11/2016; ¥116,96 
18/11/2016; ¥117,40 
21/11/2016; ¥117,74 
22/11/2016; ¥118,09 
23/11/2016; ¥118,71 
24/11/2016; ¥119,54 
25/11/2016; ¥119,66 
28/11/2016; ¥118,78 
29/11/2016; ¥119,65 
30/11/2016; ¥121,15 
01/12/2016; ¥121,60 
02/12/2016; ¥121,15 
05/12/2016; ¥122,49 
06/12/2016; ¥122,13 
07/12/2016; ¥122,29 
08/12/2016; ¥121,02 
09/12/2016; ¥121,81 
12/12/2016; ¥122,31 
13/12/2016; ¥122,36 
14/12/2016; ¥123,29 
15/12/2016; ¥123,03 
16/12/2016; ¥123,25 
19/12/2016; ¥121,78 
20/12/2016; ¥122,37 
21/12/2016; ¥122,51 
22/12/2016; ¥122,62 
23/12/2016; ¥122,64 
26/12/2016; ¥122,37 
27/12/2016; ¥122,73 
28/12/2016; ¥122,05 
29/12/2016; ¥122,24 
30/12/2016; ¥122,87 
02/01/2017; ¥122,88 
03/01/2017; ¥122,50 
04/01/2017; ¥122,94 
05/01/2017; ¥122,30 
06/01/2017; ¥123,11 
09/01/2017; ¥122,65 
10/01/2017; ¥122,15 
11/01/2017; ¥122,12 
12/01/2017; ¥121,66 
13/01/2017; ¥121,85 
16/01/2017; ¥121,03 
17/01/2017; ¥120,64 
18/01/2017; ¥121,87 
19/01/2017; ¥122,48 
20/01/2017; ¥122,61 
23/01/2017; ¥121,25 
24/01/2017; ¥122,08 
25/01/2017; ¥121,70 
26/01/2017; ¥122,30 
27/01/2017; ¥123,05 
30/01/2017; ¥121,63 
31/01/2017; ¥121,77 
01/02/2017; ¥121,91 
02/02/2017; ¥121,35 
03/02/2017; ¥121,50 
06/02/2017; ¥120,08 
07/02/2017; ¥120,02 
08/02/2017; ¥119,73 
09/02/2017; ¥120,65 
10/02/2017; ¥120,41 
13/02/2017; ¥120,50 
14/02/2017; ¥120,84 
15/02/2017; ¥120,98 
16/02/2017; ¥120,80 
17/02/2017; ¥119,75 
20/02/2017; ¥119,96 
21/02/2017; ¥119,76 
22/02/2017; ¥119,56 
23/02/2017; ¥119,10 
24/02/2017; ¥118,46 
27/02/2017; ¥119,28 
28/02/2017; ¥119,23 
01/03/2017; ¥119,92 
02/03/2017; ¥120,18 
03/03/2017; ¥121,06 
06/03/2017; ¥120,45 
07/03/2017; ¥120,39 
08/03/2017; ¥120,50 
09/03/2017; ¥121,52 
10/03/2017; ¥122,42 
13/03/2017; ¥122,37 
14/03/2017; ¥121,64 
15/03/2017; ¥121,65 
16/03/2017; ¥121,96 
17/03/2017; ¥120,99 
20/03/2017; ¥120,84 
21/03/2017; ¥120,74 
22/03/2017; ¥120,01 
23/03/2017; ¥119,57 
24/03/2017; ¥120,17 
27/03/2017; ¥120,19 
28/03/2017; ¥120,14 
29/03/2017; ¥119,53 
30/03/2017; ¥119,44 
31/03/2017; ¥118,63 
03/04/2017; ¥118,27 
04/04/2017; ¥118,16 
05/04/2017; ¥118,02 
06/04/2017; ¥117,91 
07/04/2017; ¥117,58 
10/04/2017; ¥117,49 
11/04/2017; ¥116,20 
12/04/2017; ¥116,24 
13/04/2017; ¥115,77 
14/04/2017; ¥115,22 
17/04/2017; ¥115,86 
18/04/2017; ¥116,30 
19/04/2017; ¥116,57 
20/04/2017; ¥117,15 
21/04/2017; ¥116,99 
24/04/2017; ¥119,27 
25/04/2017; ¥121,35 
26/04/2017; ¥121,06 
27/04/2017; ¥120,95 
28/04/2017; ¥121,51 
01/05/2017; ¥121,87 
02/05/2017; ¥122,35 
03/05/2017; ¥122,67 
04/05/2017; ¥123,52 
05/05/2017; ¥123,92 
08/05/2017; ¥123,68 
09/05/2017; ¥123,91 
10/05/2017; ¥124,17 
11/05/2017; ¥123,64 
12/05/2017; ¥123,85 
15/05/2017; ¥124,84 
16/05/2017; ¥125,35 
17/05/2017; ¥123,63 
18/05/2017; ¥123,75 
19/05/2017; ¥124,66 
22/05/2017; ¥125,03 
23/05/2017; ¥124,98 
24/05/2017; ¥125,06 
25/05/2017; ¥125,33 
26/05/2017; ¥124,47 
29/05/2017; ¥124,17 
30/05/2017; ¥123,95 
31/05/2017; ¥124,51 
01/06/2017; ¥124,82 
02/06/2017; ¥124,53 
05/06/2017; ¥124,26 
06/06/2017; ¥123,35 
07/06/2017; ¥123,57 
08/06/2017; ¥123,30 
09/06/2017; ¥123,48 
12/06/2017; ¥123,11 
13/06/2017; ¥123,36 
14/06/2017; ¥122,88 
15/06/2017; ¥123,56 
16/06/2017; ¥124,11 
19/06/2017; ¥124,30 
20/06/2017; ¥124,08 
21/06/2017; ¥124,32 
22/06/2017; ¥124,12 
23/06/2017; ¥124,52 
26/06/2017; ¥125,00 
27/06/2017; ¥127,36 
28/06/2017; ¥127,73 
29/06/2017; ¥128,32 
30/06/2017; ¥128,34 
03/07/2017; ¥128,79 
04/07/2017; ¥128,46 
05/07/2017; ¥128,54 
06/07/2017; ¥129,29 
07/07/2017; ¥129,82 
10/07/2017; ¥129,96 
11/07/2017; ¥130,62 
12/07/2017; ¥129,08 
13/07/2017; ¥129,07 
14/07/2017; ¥129,03 
17/07/2017; ¥129,27 
18/07/2017; ¥129,45 
19/07/2017; ¥128,90 
20/07/2017; ¥130,09 
21/07/2017; ¥129,55 
24/07/2017; ¥129,29 
25/07/2017; ¥130,30 
26/07/2017; ¥130,41 
27/07/2017; ¥129,85 
28/07/2017; ¥130,01 
31/07/2017; ¥130,52 
01/08/2017; ¥130,22 
02/08/2017; ¥131,25 
03/08/2017; ¥130,58 
04/08/2017; ¥130,24 
07/08/2017; ¥130,57 
08/08/2017; ¥129,61 
09/08/2017; ¥129,40 
10/08/2017; ¥128,53 
11/08/2017; ¥129,04 
14/08/2017; ¥129,11 
15/08/2017; ¥129,84 
16/08/2017; ¥129,63 
17/08/2017; ¥128,44 
18/08/2017; ¥128,38 
21/08/2017; ¥128,73 
22/08/2017; ¥128,84 
23/08/2017; ¥128,70 
24/08/2017; ¥129,22 
25/08/2017; ¥130,37 
28/08/2017; ¥130,84 
29/08/2017; ¥131,38 
30/08/2017; ¥130,98 
31/08/2017; ¥130,94 
01/09/2017; ¥130,72 
04/09/2017; ¥130,51 
05/09/2017; ¥129,60 
06/09/2017; ¥130,14 
07/09/2017; ¥130,36 
08/09/2017; ¥129,75 
11/09/2017; ¥130,73 
12/09/2017; ¥131,81 
13/09/2017; ¥131,29 
14/09/2017; ¥131,36 
15/09/2017; ¥132,35 
18/09/2017; ¥133,34 
19/09/2017; ¥133,81 
20/09/2017; ¥133,43 
21/09/2017; ¥134,28 
22/09/2017; ¥133,76 
25/09/2017; ¥132,34 
26/09/2017; ¥132,32 
27/09/2017; ¥132,50 
28/09/2017; ¥132,37 
29/09/2017; ¥132,85 
02/10/2017; ¥132,27 
03/10/2017; ¥132,50 
04/10/2017; ¥132,57 
05/10/2017; ¥132,10 
06/10/2017; ¥132,15 
09/10/2017; ¥132,25 
10/10/2017; ¥132,75 
11/10/2017; ¥133,37 
12/10/2017; ¥132,82 
13/10/2017; ¥132,22 
16/10/2017; ¥132,32 
17/10/2017; ¥131,98 
18/10/2017; ¥133,10 
19/10/2017; ¥133,35 
20/10/2017; ¥133,76 
23/10/2017; ¥133,23 
24/10/2017; ¥133,92 
25/10/2017; ¥134,34 
26/10/2017; ¥132,78 
27/10/2017; ¥131,95 
30/10/2017; ¥131,82 
31/10/2017; ¥132,30 
01/11/2017; ¥132,61 
02/11/2017; ¥132,96 
03/11/2017; ¥132,39 
06/11/2017; ¥131,97 
07/11/2017; ¥132,07 
08/11/2017; ¥132,01 
09/11/2017; ¥132,07 
10/11/2017; ¥132,41 
13/11/2017; ¥132,53 
14/11/2017; ¥133,81 
15/11/2017; ¥133,06 
16/11/2017; ¥133,05 
17/11/2017; ¥132,16 
20/11/2017; ¥132,11 
21/11/2017; ¥131,96 
22/11/2017; ¥131,44 
