20.256667, 0.698210, 0.184475, 48.479964, 65.843331, 0.258243, 1.556278, 34.782591, 54.099653, 0.379505, 0.180067, 0.195898, 0.244036, 0.325945, 0.737386, 39.099218, 0.531577, 0.229347, 0.321536, 0.392719, 0.316533, 0.366634, 0.351703, 0.449073, 23.801609, 1203.199992, 883.000000, 49.860255, 0.062763, 0.428833, 
20.294411, 0.698091, 0.184427, 48.445326, 65.818244, 0.258430, 1.556922, 34.765356, 54.051982, 0.379458, 0.179948, 0.195625, 0.243811, 0.325939, 0.737736, 39.057633, 0.531384, 0.229719, 0.321540, 0.392944, 0.317205, 0.366420, 0.351802, 0.448975, 23.820901, 1203.878831, 883.024925, 49.808440, 0.062768, 0.428992, 
20.311857, 0.697766, 0.184469, 48.417761, 65.834231, 0.258247, 1.560525, 34.757270, 53.999227, 0.379276, 0.179787, 0.195448, 0.243680, 0.325998, 0.737799, 39.088351, 0.531030, 0.229747, 0.321567, 0.393010, 0.317269, 0.366299, 0.351785, 0.448914, 23.836421, 1203.750285, 882.868498, 49.736845, 0.062805, 0.428856, 
20.294659, 0.697748, 0.184475, 48.420475, 65.827895, 0.258229, 1.562035, 34.752186, 53.968957, 0.379192, 0.179747, 0.195334, 0.243519, 0.325858, 0.737726, 39.128903, 0.530731, 0.229826, 0.321241, 0.393167, 0.317077, 0.366167, 0.351510, 0.448157, 23.831654, 1202.366335, 882.623097, 49.701264, 0.062749, 0.428969, 
20.295089, 0.697416, 0.184419, 48.396735, 65.793783, 0.258239, 1.561604, 34.749488, 53.985854, 0.379026, 0.179691, 0.195326, 0.243491, 0.325881, 0.737820, 39.120383, 0.530686, 0.230022, 0.321215, 0.392967, 0.316980, 0.366111, 0.351476, 0.448056, 23.838922, 1203.190387, 882.382332, 49.711635, 0.062742, 0.428946, 
20.315348, 0.697038, 0.184416, 48.400819, 65.789448, 0.258460, 1.563389, 34.738429, 53.983661, 0.379134, 0.179684, 0.195318, 0.243494, 0.326020, 0.738067, 39.107495, 0.530514, 0.230144, 0.321055, 0.393046, 0.317014, 0.365895, 0.351724, 0.447961, 23.844401, 1204.080055, 881.883553, 49.697768, 0.062707, 0.429418, 
20.356126, 0.697431, 0.184411, 48.395613, 65.781540, 0.258845, 1.566436, 34.746047, 53.958882, 0.379435, 0.179767, 0.195425, 0.243592, 0.326140, 0.738535, 39.095821, 0.530703, 0.230465, 0.321193, 0.393248, 0.317045, 0.365745, 0.351886, 0.447333, 23.831218, 1202.984809, 881.421822, 49.692779, 0.062704, 0.430007, 
20.355886, 0.696898, 0.184470, 48.361642, 65.851004, 0.258814, 1.565056, 34.733750, 53.949430, 0.379250, 0.179566, 0.195261, 0.243625, 0.326087, 0.738848, 39.110668, 0.530462, 0.230240, 0.321299, 0.392949, 0.317180, 0.365831, 0.351735, 0.447966, 23.814575, 1203.239835, 881.938712, 49.707465, 0.062747, 0.430259, 
20.298194, 0.696691, 0.184534, 48.326068, 65.862609, 0.258725, 1.567736, 34.720382, 53.907265, 0.378958, 0.179405, 0.195192, 0.243692, 0.325766, 0.738309, 39.145446, 0.530601, 0.229617, 0.321255, 0.392920, 0.317146, 0.365633, 0.351780, 0.447689, 23.774300, 1201.792880, 882.171427, 49.669718, 0.062778, 0.429872, 
20.317483, 0.696571, 0.184528, 48.318518, 65.873153, 0.259202, 1.568609, 34.732291, 53.874088, 0.379037, 0.179391, 0.195178, 0.243758, 0.325936, 0.738429, 39.166048, 0.530447, 0.230075, 0.321447, 0.393172, 0.317304, 0.365598, 0.351899, 0.448016, 23.821321, 1202.286080, 882.170479, 49.653032, 0.062752, 0.430318, 
20.310241, 0.696825, 0.184399, 48.331582, 65.828720, 0.259066, 1.567609, 34.711932, 53.867346, 0.379190, 0.179441, 0.195294, 0.244005, 0.325917, 0.738515, 39.178557, 0.530664, 0.229974, 0.321560, 0.392902, 0.317271, 0.365850, 0.351680, 0.448701, 23.814083, 1203.865453, 882.071712, 49.676925, 0.062799, 0.430318, 
20.310646, 0.697060, 0.184437, 48.365354, 65.846141, 0.259184, 1.568016, 34.707989, 53.813882, 0.379301, 0.179499, 0.195162, 0.243982, 0.325973, 0.738972, 39.214205, 0.530800, 0.230065, 0.321439, 0.393118, 0.317323, 0.365822, 0.351538, 0.448563, 23.822702, 1203.385519, 882.501011, 49.632702, 0.062820, 0.430438, 
20.248618, 0.697215, 0.184462, 48.350707, 65.845883, 0.258537, 1.567155, 34.692255, 53.838110, 0.379094, 0.179496, 0.195153, 0.244116, 0.325559, 0.737945, 39.213418, 0.530790, 0.229642, 0.321196, 0.392963, 0.316558, 0.365519, 0.350966, 0.448192, 23.798780, 1203.386543, 882.476630, 49.667803, 0.062822, 0.429804, 
20.266735, 0.697026, 0.184459, 48.301828, 65.847585, 0.258669, 1.564996, 34.715543, 53.843993, 0.379067, 0.179353, 0.195012, 0.244017, 0.325574, 0.738686, 39.220810, 0.530328, 0.229805, 0.321147, 0.392835, 0.316965, 0.365525, 0.350679, 0.448546, 23.824136, 1204.164605, 882.750115, 49.642427, 0.062805, 0.430033, 
20.261010, 0.696957, 0.184459, 48.289822, 65.860565, 0.258855, 1.561738, 34.749272, 53.860953, 0.379023, 0.179331, 0.195046, 0.243981, 0.325680, 0.739005, 39.216922, 0.530000, 0.229723, 0.321214, 0.392787, 0.316604, 0.365445, 0.350472, 0.448628, 23.828852, 1204.519858, 882.575768, 49.686948, 0.062820, 0.430299, 
20.287270, 0.697063, 0.184495, 48.337413, 65.837218, 0.259181, 1.565399, 34.744134, 53.860536, 0.379448, 0.179526, 0.195103, 0.244126, 0.325819, 0.739512, 39.236054, 0.529735, 0.229802, 0.321409, 0.393037, 0.316985, 0.365419, 0.350388, 0.448715, 23.841685, 1204.852223, 882.483907, 49.682883, 0.062842, 0.430922, 
20.317581, 0.697064, 0.184650, 48.342083, 65.881705, 0.259218, 1.566475, 34.765343, 53.877168, 0.379538, 0.179564, 0.195079, 0.244153, 0.325944, 0.740019, 39.219805, 0.529831, 0.230020, 0.321430, 0.393303, 0.317166, 0.365436, 0.350581, 0.448718, 23.854128, 1203.490097, 882.388174, 49.687650, 0.062844, 0.430819, 
20.317218, 0.697313, 0.184733, 48.342164, 65.916012, 0.259012, 1.563165, 34.774024, 53.888338, 0.379388, 0.179474, 0.195036, 0.244168, 0.325750, 0.739583, 39.189325, 0.529848, 0.229759, 0.321357, 0.393298, 0.316940, 0.365444, 0.350361, 0.448176, 23.828375, 1202.799085, 882.530396, 49.701578, 0.062854, 0.430504, 
20.311993, 0.697484, 0.184649, 48.324195, 65.893268, 0.259180, 1.565518, 34.799330, 53.913557, 0.379181, 0.179383, 0.195116, 0.244165, 0.325628, 0.739738, 39.163894, 0.529704, 0.229671, 0.321497, 0.393167, 0.317066, 0.365618, 0.350391, 0.448803, 23.803509, 1202.525170, 882.125583, 49.724642, 0.062910, 0.430297, 
20.302219, 0.698174, 0.184750, 48.371855, 65.954775, 0.259229, 1.565068, 34.794363, 53.938951, 0.379565, 0.179544, 0.195197, 0.244287, 0.325850, 0.740011, 39.136030, 0.530208, 0.229629, 0.321238, 0.393305, 0.316979, 0.365246, 0.350619, 0.448573, 23.786287, 1202.529574, 882.349147, 49.770185, 0.062878, 0.430555, 
20.371536, 0.698334, 0.184784, 48.388130, 65.956197, 0.259554, 1.565896, 34.809408, 53.940415, 0.379765, 0.179692, 0.195259, 0.244278, 0.326160, 0.740318, 39.120252, 0.530422, 0.229901, 0.321217, 0.393437, 0.317149, 0.365189, 0.350947, 0.448298, 23.817312, 1201.819516, 882.256061, 49.760968, 0.062898, 0.430858, 
20.341682, 0.698244, 0.184776, 48.380692, 65.920314, 0.259432, 1.568456, 34.814675, 53.966546, 0.379695, 0.179722, 0.195302, 0.244193, 0.326117, 0.740278, 39.138063, 0.530495, 0.229457, 0.321280, 0.393348, 0.316990, 0.365502, 0.351056, 0.448472, 23.765376, 1201.409180, 882.332161, 49.782512, 0.062957, 0.430957, 
20.341275, 0.697842, 0.184705, 48.311451, 65.881696, 0.259578, 1.569774, 34.821034, 53.937044, 0.379877, 0.179754, 0.195301, 0.244217, 0.326443, 0.740817, 39.137186, 0.530364, 0.229131, 0.321463, 0.393658, 0.317010, 0.365579, 0.351350, 0.448656, 23.746110, 1201.373381, 882.426752, 49.777255, 0.062980, 0.431343, 
20.342045, 0.698074, 0.184753, 48.345711, 65.854180, 0.259953, 1.569564, 34.847505, 53.983846, 0.380178, 0.180000, 0.195514, 0.244364, 0.326757, 0.741075, 39.149680, 0.530505, 0.229499, 0.321727, 0.393881, 0.317303, 0.365756, 0.351404, 0.449145, 23.784557, 1202.507470, 882.391881, 49.823274, 0.063053, 0.431871, 
